Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-03-11 00:00:00-04:00,507.262366680964,508.6535361723951,505.29483604829835,508.05731201171875,62557200,0.0,0.0,0.0
2024-03-12 00:00:00-04:00,510.21367747065415,514.1188989486402,507.6399758536336,513.522705078125,73114400,0.0,0.0,0.0
2024-03-13 00:00:00-04:00,513.8505413184442,514.0293994656538,511.2470605361051,512.7177124023438,55104100,0.0,0.0,0.0
2024-03-14 00:00:00-04:00,513.7114194631665,513.8704449197091,508.5939171951663,511.7041931152344,110171800,0.0,0.0,0.0
2024-03-15 00:00:00-04:00,508.5693041375855,510.05453341506444,506.48602862159686,508.1905212402344,107585800,1.595,0.0,0.0
2024-03-18 00:00:00-04:00,512.3471030376196,513.8223242549665,510.7921220456132,511.21075439453125,88893300,0.0,0.0,0.0
2024-03-19 00:00:00-04:00,510.50308618863556,514.3406812773414,509.47636919194895,514.0516357421875,60755300,0.0,0.0,0.0
2024-03-20 00:00:00-04:00,514.1114592851128,518.9458388177766,513.4236756826768,518.8062744140625,69594600,0.0,0.0,0.0
2024-03-21 00:00:00-04:00,521.7069276542877,522.4245831177392,520.2316455812768,520.520751953125,60256100,0.0,0.0,0.0
2024-03-22 00:00:00-04:00,520.4310048593983,520.9293969793162,519.2946562246536,519.533935546875,79023000,0.0,0.0,0.0
2024-03-25 00:00:00-04:00,518.1284436687797,519.2747698977765,517.9390522267424,518.0985717773438,48512100,0.0,0.0,0.0
2024-03-26 00:00:00-04:00,519.5538635797216,519.9027745896371,516.7330078019103,517.1416625976562,65463700,0.0,0.0,0.0
2024-03-27 00:00:00-04:00,520.0323437649558,521.5275201709945,517.819451047799,521.4876098632812,82999800,0.0,0.0,0.0
2024-03-28 00:00:00-04:00,521.5275038479859,522.9229652799493,521.098893925669,521.387939453125,96294900,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,522.1455084552367,522.6937276225904,519.2946592750098,520.4808349609375,62477500,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,516.5734627676684,517.3110733824194,514.8191127439995,517.1715698242188,74230300,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,516.0551172277823,519.2747717539253,516.0052901826223,517.7396850585938,59155800,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,521.8365126123222,522.1853627659965,511.111104294994,511.42010498046875,96858100,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,512.8056739414428,518.7664245993375,512.3571088377373,516.7628784179688,74482100,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,517.4805506343731,518.5072067417511,516.2245927866272,517.0518798828125,48401800,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,518.8262225747569,519.0754186470791,512.6959748600776,517.6500244140625,68124400,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,511.828779291004,514.5001538955246,510.4432953613143,512.4667358398438,82652800,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,514.0216818131133,517.8094497000849,510.43328293890454,516.334228515625,70099000,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,512.7159145142723,514.1612638578232,507.4429172659005,509.2072448730469,92469100,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,513.4734993236136,513.6429356190649,501.9606224518471,502.8278503417969,92101400,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,503.31626663179304,504.87124770548456,500.5950345431116,501.9107971191406,73484000,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,504.42268229635664,504.5921490117264,497.51497440556665,498.94036865234375,75910300,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,500.36577696868045,502.5088570574245,496.95676139324104,497.9136657714844,74548100,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,497.83392331921834,498.85063229314227,492.27185022446037,493.56768798828125,102129100,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,496.2291002358965,500.7644869205067,493.83682406944024,498.113037109375,67961000,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,500.16640606968423,504.4625438079266,497.92364147883853,504.0239562988281,64633600,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,504.93102480196853,505.73841760700446,501.51206214168633,503.78472900390625,55928100,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,497.5747728035381,502.64840117117535,495.89020492590225,501.87091064453125,69122400,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,504.721718239114,508.2403654748059,504.07381455130115,506.6255798339844,64306100,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,508.44967159766503,509.10755284933043,505.61880799377946,508.4197692871094,46415400,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,506.9246108674953,507.9213951472284,500.36578369140625,500.36578369140625,77483600,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,499.7677144385784,506.5558130505009,498.2625604196767,498.74102783203125,80242800,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,502.528769823619,504.2631950909653,497.94355622376423,503.40594482421875,62550200,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,509.5162566822298,510.90177101459005,506.9246114679655,509.6458435058594,72756700,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,512.0979354776279,514.9487239818252,511.64937037366593,514.9088745117188,47264700,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,515.8956831550241,516.9024450386478,514.789267176321,515.47705078125,52561300,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,513.6030691416237,516.0750746456811,513.4834598971618,515.52685546875,42047200,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,515.7162472242221,518.5371637254024,515.0484188024253,518.4972534179688,43643700,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,520.1320127003125,520.9593607034861,517.9191807588884,519.1651611328125,52233200,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,520.8795816495212,520.9892133170371,518.068642729301,519.23486328125,36716400,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,519.4342275520697,522.1455123568275,518.8860083806196,521.6171875,57535900,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,524.1391058601715,528.3754391380512,523.4911717291769,528.076416015625,59504900,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,528.1760438564638,529.8107846296507,526.8403261908398,526.9898681640625,50244800,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,527.1094799982458,527.8172187220256,525.6242811909807,527.7474365234375,59187600,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,527.8670541909717,529.8506451579073,527.4683161466429,528.35546875,37764200,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,527.5779777569714,529.8107646611304,527.3686311701265,529.6512451171875,33437000,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,528.9435910957411,529.6712241359859,525.9033504362835,528.126220703125,48390000,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,531.2461666505624,531.3557983189735,523.0326131578631,524.2686767578125,57211200,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,526.152573970139,528.5648358055848,525.1857223916041,527.7374877929688,41258400,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,528.5648048650257,528.8040233513246,525.4149325584038,528.1062622070312,36269600,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,523.9895707481159,525.6143340466289,523.6805700444107,524.408203125,45190300,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,522.8332742385177,523.5110802018719,519.6535301693403,520.9293823242188,46468500,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,521.9063202695489,525.8037201273548,516.6930969914932,525.6741333007812,90785800,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,527.3188306057978,527.607876140248,520.9194318293966,526.1027221679688,46835700,0.0,0.0,0.0
2024-06-04 00:00:00-04:00,524.7670705861944,527.448422715758,523.271894175781,526.6908569335938,34632700,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,529.0632004530347,532.9705777122101,527.0297216284232,532.9506225585938,47610400,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,533.2596521088368,533.6982396399549,530.9670603575372,532.940673828125,30808500,0.0,0.0,0.0
2024-06-07 00:00:00-04:00,531.9438746415309,535.1635292517811,530.8274811096986,532.2927856445312,43224500,0.0,0.0,0.0
2024-06-10 00:00:00-04:00,531.465433426715,534.2663948110896,530.8574096191727,533.9374389648438,35729300,0.0,0.0,0.0
2024-06-11 00:00:00-04:00,532.3525840629304,535.2831322595525,530.3390603627206,535.2233276367188,36383400,0.0,0.0,0.0
2024-06-12 00:00:00-04:00,539.8882918577245,542.3702750607599,538.5625516876748,539.619140625,63251300,0.0,0.0,0.0
2024-06-13 00:00:00-04:00,541.4033885827131,541.5828024466692,537.8548390937426,540.7056274414062,44760900,0.0,0.0,0.0
2024-06-14 00:00:00-04:00,539.1406924442229,541.064478826118,538.1139754213309,541.0346069335938,40089900,0.0,0.0,0.0
2024-06-17 00:00:00-04:00,540.3368216574496,546.7660922184808,539.8683014251333,545.3406372070312,55839500,0.0,0.0,0.0
2024-06-18 00:00:00-04:00,545.4004561707807,546.855783111693,544.9718462339583,546.7261962890625,41376400,0.0,0.0,0.0
2024-06-20 00:00:00-04:00,547.6731227203468,548.3509286873629,543.4268122209437,545.240966796875,70328200,0.0,0.0,0.0
2024-06-21 00:00:00-04:00,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,64513900,1.759,0.0,0.0
2024-06-24 00:00:00-04:00,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,45528700,0.0,0.0,0.0
2024-06-25 00:00:00-04:00,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,38273300,0.0,0.0,0.0
2024-06-26 00:00:00-04:00,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,38550600,0.0,0.0,0.0
2024-06-27 00:00:00-04:00,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,35041500,0.0,0.0,0.0
2024-06-28 00:00:00-04:00,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,76144500,0.0,0.0,0.0
2024-07-01 00:00:00-04:00,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,40297800,0.0,0.0,0.0
2024-07-02 00:00:00-04:00,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,40434800,0.0,0.0,0.0
2024-07-03 00:00:00-04:00,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,32789900,0.0,0.0,0.0
2024-07-05 00:00:00-04:00,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,41488400,0.0,0.0,0.0
2024-07-08 00:00:00-04:00,555.4400024414062,556.25,554.1900024414062,555.280029296875,36110500,0.0,0.0,0.0
2024-07-09 00:00:00-04:00,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,27289700,0.0,0.0,0.0
2024-07-10 00:00:00-04:00,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,38701200,0.0,0.0,0.0
2024-07-11 00:00:00-04:00,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,53054200,0.0,0.0,0.0
2024-07-12 00:00:00-04:00,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,53084400,0.0,0.0,0.0
2024-07-15 00:00:00-04:00,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,40584300,0.0,0.0,0.0
2024-07-16 00:00:00-04:00,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,36475300,0.0,0.0,0.0
2024-07-17 00:00:00-04:00,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,57119000,0.0,0.0,0.0
2024-07-18 00:00:00-04:00,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,56270400,0.0,0.0,0.0
2024-07-19 00:00:00-04:00,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,65509100,0.0,0.0,0.0
2024-07-22 00:00:00-04:00,553.0,555.27001953125,551.02001953125,554.6500244140625,43346700,0.0,0.0,0.0
2024-07-23 00:00:00-04:00,554.5399780273438,556.739990234375,553.280029296875,553.780029296875,34439600,0.0,0.0,0.0
2024-07-24 00:00:00-04:00,548.8599853515625,549.1699829101562,540.2899780273438,541.22998046875,74515300,0.0,0.0,0.0
2024-07-25 00:00:00-04:00,541.3499755859375,547.4600219726562,537.4500122070312,538.4099731445312,61158300,0.0,0.0,0.0
2024-07-26 00:00:00-04:00,542.280029296875,547.1900024414062,541.489990234375,544.4400024414062,53763800,0.0,0.0,0.0
2024-07-29 00:00:00-04:00,546.02001953125,547.0499877929688,542.719970703125,544.760009765625,39515800,0.0,0.0,0.0
2024-07-30 00:00:00-04:00,546.260009765625,547.3400268554688,538.52001953125,542.0,46853600,0.0,0.0,0.0
2024-07-31 00:00:00-04:00,548.97998046875,553.5,547.5800170898438,550.8099975585938,65663400,0.0,0.0,0.0
2024-08-01 00:00:00-04:00,552.5700073242188,554.8699951171875,539.4299926757812,543.010009765625,76428700,0.0,0.0,0.0
2024-08-02 00:00:00-04:00,535.75,536.989990234375,528.5999755859375,532.9000244140625,82789100,0.0,0.0,0.0
2024-08-05 00:00:00-04:00,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,146267400,0.0,0.0,0.0
2024-08-06 00:00:00-04:00,519.219970703125,529.75,517.8699951171875,522.1500244140625,84826300,0.0,0.0,0.0
2024-08-07 00:00:00-04:00,528.469970703125,531.5900268554688,518.0499877929688,518.6599731445312,70698300,0.0,0.0,0.0
